NCBI_RefSeq	Heme	ENV	checkm_completeness	checkm_contamination	checkm_marker_set_count	coding_density	gc_percentage	genome_size	Phylum	Class	Order	Family	Genus	Species
GCA_902792635	0.30	host	97.64	1.46	296	88.56518997	50.61015968	3158216	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902792635
GCA_902792815	0.30	host	91.65	0.48	210	94.90056221	53.93061477	2370477	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902792815
GCA_902792855	0.30	host	96.76	1.23	270	90.05114605	53.31363385	4211078	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902792855
GCA_902793005	0.10	host	82.72	0	91	89.74995143	42.22170789	833918	Proteobacteria	Alphaproteobacteria	Rs-D84	Rs-D84	Rs-D84	Rs-D84 sp902793005
GCA_902793335	0.70	host	98.66	0.67	149	88.77039882	37.15366031	3612586	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-590	CAG-590 sp902793335
GCA_902793375	0.20	host	93.82	1.12	89	91.85518995	25.86430092	1588398	Firmicutes	Bacilli	RF39	UBA660	RUG13868	RUG13868 sp902793375
GCA_902793435	0.10	host	86.81	0	91	89.21292049	38.91388862	898232	Proteobacteria	Alphaproteobacteria	Rs-D84	Rs-D84	Rs-D84	Rs-D84 sp902793435
GCA_902793605	0.20	host	98.6	0.95	143	90.12513639	56.47004285	3248855	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	GCA-900199385	GCA-900199385 sp900320755
GCA_902793635	0.20	host	98.41	1.83	105	91.46169391	50.23458413	2430201	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia sp902793635
GCA_902793685	0.40	host	97.1	0.63	158	89.5146244	57.45123185	2537334	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Stomatobaculum	Stomatobaculum sp902793685
GCA_902793695	0.20	host	91.84	0	93	90.31626063	42.74164209	1553181	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	RUG410	RUG410 sp902793695
GCA_902794005	0.30	host	91.88	2.5	210	93.32474331	56.75905359	2062857	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902794005
GCA_902794035	0.20	host	82.05	0	117	90.1532138	32.73120197	1785283	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA2813	UBA2813 sp902794035
GCA_902794075	0.20	host	83.99	3.53	89	89.12175347	27.09673024	1820753	Firmicutes	Bacilli	RF39	UBA660	UBA3789	UBA3789 sp902794075
GCA_902794155	0.30	host	85.97	1.94	186	91.80013037	48.16876032	3278357	Bacteroidota	Bacteroidia	Bacteroidales	F082	F082	F082 sp902794155
GCA_902794895	0.20	host	96.63	1.12	89	92.19165334	43.37500396	1450640	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	UBA1436	UBA1436 sp902794895
GCA_902795275	0.20	host	96.91	0.67	124	87.54114021	58.21282412	3119515	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	RUG563	RUG563 sp902795275
GCA_902795435	0.20	host	87.31	2.2	91	91.48258542	35.48194153	954832	Proteobacteria	Alphaproteobacteria	Rs-D84	Rs-D84	Rs-D84	Rs-D84 sp902795435
GCA_902795745	0.20	host	90.2	2.15	93	90.35163718	38.80311427	1190005	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	RUG410	RUG410 sp902795745
GCA_902796285	0.20	host	91.01	2.36	89	91.26119856	33.82671323	987069	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	UBA11517 sp902796285
GCA_902796525	0.20	host	80.07	2.7	105	94.18454258	48.86918358	1513862	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	UBA636	UBA636 sp902796525
GCA_902797415	0.10	host	85.39	1.37	89	91.90109409	28.24727197	1112249	Firmicutes	Bacilli	RF39	UBA660	RUG14267	RUG14267 sp902797415
GCA_902797855	0.10	host	98.88	2.34	89	93.90899643	34.14876741	1096880	Firmicutes	Bacilli	RFN20	CAG-826	UBA3207	UBA3207 sp902797855
GCA_902797995	0.20	host	87.92	1.12	89	91.44129952	27.33166168	1069625	Firmicutes	Bacilli	RF39	UBA660	UMGS1449	UMGS1449 sp902797995
GCA_902798205	0.10	host	86.81	0	91	92.03332358	36.27807384	851409	Proteobacteria	Alphaproteobacteria	Rs-D84	Rs-D84	Rs-D84	Rs-D84 sp902798205
GCA_902798535	0.10	host	89.01	0.55	91	85.56630075	37.44922724	945849	Proteobacteria	Alphaproteobacteria	RUG11792	RUG11792	RUG11420	RUG11420 sp902798535
GCA_902798645	0.20	host	85.47	1.14	117	88.12031418	32.68154617	2071410	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-196	CAG-196 sp902798645
GCA_902798815	0.20	host	90.36	1.12	89	92.33719721	25.81584122	1451910	Firmicutes	Bacilli	RF39	UBA660	UBA3789	UBA3789 sp902798815
GCA_902798835	0.20	host	94.19	1.32	89	92.84370288	45.64238051	1348323	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	UBA1436	UBA1436 sp902798835
GCA_902798915	0.20	host	99.19	0	124	88.49931813	60.61074291	3985355	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	RUG440	RUG440 sp902798915
GCA_902799285	0.10	host	84.07	0	91	89.87805305	41.9271055	857750	Proteobacteria	Alphaproteobacteria	Rs-D84	Rs-D84	Rs-D84	Rs-D84 sp902799285
GCA_902799385	0.10	host	83.46	2.07	148	92.39349812	59.57553191	2708262	Verrucomicrobiota	Kiritimatiellae	RFP12	UBA1067	UBA1067	UBA1067 sp902799385
GCA_902799465	0.50	host	94.49	2.69	124	83.37717421	62.76908144	2885815	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UBA2862	UBA2862 sp902799465
GCA_902799665	0.10	host	88.87	0.12	143	92.67700068	49.80648948	2601120	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp902799665
GCA_902799895	0.30	host	88.81	0.48	210	93.55384384	56.53974708	2197930	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902799895
GCA_902800015	0.00	host	98.85	0	130	93.48198548	27.61017286	567903	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Malacoplasma_A	Malacoplasma_A sp902800015
GCA_902800055	0.10	host	83.75	2.03	148	93.41750381	64.25879732	2286154	Verrucomicrobiota	Kiritimatiellae	RFP12	UBA1067	UBA1067	UBA1067 sp902800055
GCA_902800325	0.20	host	98.1	0.89	149	88.00054521	36.39759383	2765909	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	CAG-127 sp902800325
GCA_902800355	0.20	host	97.75	4.54	89	93.13448092	33.85916745	1138734	Firmicutes	Bacilli	RFN20	CAG-826	UBA2450	UBA2450 sp902800355
GCA_902800645	0.20	host	92.7	1.17	89	93.66840011	33.78694913	1306068	Firmicutes	Bacilli	RFN20	CAG-826	UBA2450	UBA2450 sp902800645
GCA_902800925	0.30	host	91.16	0.31	270	92.45759915	49.19478446	2718047	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902800925
GCA_902801025	0.10	host	83.34	3.79	148	93.15066185	59.66186445	3501112	Verrucomicrobiota	Kiritimatiellae	RFP12	UBA1067	UBA1067	UBA1067 sp902801025
GCA_902801125	0.10	host	87.91	0	91	90.53492341	44.0091282	969765	Proteobacteria	Alphaproteobacteria	Rs-D84	Rs-D84	Rs-D84	Rs-D84 sp902801125
GCA_902801685	0.20	host	89.04	0.56	89	90.45172281	26.51539206	1310184	Firmicutes	Bacilli	RF39	UBA660	RUG12438	RUG12438 sp902801685
GCA_902801795	0.20	host	84.64	1.12	89	90.05147727	26.20152401	1510958	Firmicutes	Bacilli	RF39	UBA660	RUG12783	RUG12783 sp902801795
GCA_902801825	0.20	host	88.2	1.12	89	92.13868687	22.94375834	856231	Firmicutes	Bacilli	RF39	UBA660	RUG13038	RUG13038 sp902801825
GCA_902802575	0.20	host	85.5	1.66	124	89.87725928	60.12209051	2204077	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	RUG472	RUG472 sp902802575
GCA_902802585	0.10	host	85.57	2.03	148	89.85984211	59.91552267	2612839	Verrucomicrobiota	Lentisphaeria	Victivallales	UBA1829	UBA1732	UBA1732 sp902802585
GCA_902802825	0.20	host	80.06	1.71	117	90.22450756	34.01841544	1619990	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA2813	UBA2813 sp902802825
GCA_902802945	0.80	host	87.76	2.71	148	92.20381651	60.2756496	5813896	Verrucomicrobiota	Kiritimatiellae	RFP12	UBA1067	RUG572	RUG572 sp902802945
GCA_902803795	0.20	host	81.46	1.38	89	92.50525047	24.53083971	1167991	Firmicutes	Bacilli	RF39	UBA660	RUG14903	RUG14903 sp902803795
GCA_902805535	0.90	soil	89.37	2.33	212	91.44993308	73.44144404	3446897	Actinobacteriota	Actinomycetia	Mycobacteriales	Geodermatophilaceae	Blastococcus	Blastococcus sp902805535
GCA_902805545	0.90	soil	97.96	1	201	91.5697108	71.68666781	4526974	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Belnapia	Belnapia sp902805545
GCA_902805635	0.90	soil	89.44	2.31	101	89.40659406	68.68096764	6097765	Chloroflexota	UBA2235	UBA12225	UBA12225	CADCTC01	CADCTC01 sp902805635
GCA_902805655	1.00	soil	93.16	3.15	117	93.58541849	70.7122549	3197200	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	CADCTF01	CADCTF01	CADCTF01 sp902805655
GCA_902805675	0.60	soil	95.55	3.07	148	89.73420595	62.98887733	3525173	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	JACCTI01	JACCTI01 sp902805675
GCA_902805735	0.70	soil	85.57	4.21	91	87.4428961	70.9742526	5787258	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	Longimicrobiaceae	Longimicrobium	Longimicrobium sp902805735
GCA_902805775	1.00	soil	92.18	4.08	185	91.86308726	74.67834781	3457589	Actinobacteriota	Actinomycetia	Mycobacteriales	SCTD01	SCTD01	SCTD01 sp902805775
GCA_902805925	1.00	soil	96.18	2.5	193	92.28366114	72.82229469	3228500	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp902805925
GCA_902805935	0.50	soil	80.34	4.27	117	89.5937213	50.51955323	3869462	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	GCA-002050365	GCA-002050365 sp902805935
GCA_902805975	0.10	soil	96.52	2.66	114	87.12017755	67.54991706	3528030	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	SCSIO-52909	SCSIO-52909 sp902805975
GCA_902805995	0.80	soil	81.05	3.49	330	88.91686743	68.8520246	3030497	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Rubellimicrobium sp902805995
GCA_902806205	0.70	soil	97.58	0.09	117	90.29938489	72.24068061	3378260	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	SEOHO-28	SEOHO-28 sp902806205
GCA_902806265	0.75	soil	95.02	0.53	226	92.39418587	67.43746205	2333833	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	Sphingomicrobium sp902806265
GCA_902806375	0.90	soil	89.83	2.2	106	84.26326226	69.09461994	3381495	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	CADCWK01	CADCWK01 sp902806375
GCA_902806405	1.00	soil	93.4	0.94	106	81.28180743	71.84785929	4616060	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	CADCWL01	CADCWL01 sp902806405
GCA_902806425	1.00	soil	90.17	1.69	236	87.26489376	62.04172526	3837361	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	Truepera sp902806425
GCA_902825775	1.00	wastewater	99.67	1.03	290	88.27127495	64.48296684	3761807	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas_C	LuteimonaC sp902825775
GCA_902825865	0.90	wastewater	95.35	0.87	230	89.71051167	61.69183829	3773900	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	Rhizomicrobium sp902825865
GCA_902825875	0.50	wastewater	93.96	0.85	117	90.28441629	53.44582693	7320713	Acidobacteriota	Blastocatellia	RBC074	RBC074	RBC074	RBC074 sp902825875
GCA_902825965	0.90	wastewater	94.68	2.2	91	93.18825256	69.98730039	4065873	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	PNKF01	PNKF01 sp902825965
GCA_902826025	0.90	wastewater	97.72	2.14	117	90.0426907	71.02619387	6874096	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	SZUA-35	CADEDH01	CADEDH01 sp902826025
GCA_902826095	0.88	wastewater	97.84	0	250	90.13215734	62.91012181	3792298	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	CV81	CV81 sp902826095
GCA_902826115	1.00	wastewater	99.52	0.48	209	87.67776336	45.06913512	3085633	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas sp902826115
GCA_902826225	1.00	wastewater	91.09	3.51	276	93.28058668	66.69581685	3992670	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	CADEED01	CADEED01 sp902826225
GCA_902826335	0.88	wastewater	96.48	1	308	90.54859373	65.15743535	2913905	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	CADEEL01	CADEEL01 sp902826335
GCA_902826395	0.90	wastewater	90.75	3.87	155	89.05078734	66.21602927	6090100	Desulfobacterota_B	Binatia	HRBIN30	CADEER01	CADEER01	CADEER01 sp902826395
GCA_902826515	0.40	wastewater	92.95	4.57	117	92.7930529	70.19132674	5853491	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	CADEFD01	CADEFD01 sp902826515
GCA_902826555	0.88	wastewater	96.69	0.67	246	87.34329834	64.28326223	3720685	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp902826555
GCA_902826635	0.60	wastewater	93.9	1.51	276	93.4222817	67.47401675	3219171	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	CADEFQ01	CADEFQ01 sp902826635
GCA_902826655	1.00	wastewater	98.19	2.62	214	92.63996411	70.19232774	4221868	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Methylibium	Methylibium sp902826655
GCA_902826715	0.90	wastewater	95.29	1.57	248	88.48063092	63.48143605	4802138	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	CADEFX01	CADEFX01 sp902826715
GCA_902826755	0.20	wastewater	87.3	4.4	91	93.62684517	68.40119825	5011882	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	JABFSM01	JABFSM01 sp902826755
GCA_902826775	1.00	wastewater	97.99	1.18	211	89.6889918	59.86072679	5417317	Proteobacteria	Gammaproteobacteria	Burkholderiales	CADEHE01	CADEHE01	CADEHE01 sp902826775
GCA_902826795	0.30	wastewater	97.44	2.56	117	90.90055741	53.70624841	4151551	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17	OLB17 sp902826795
GCA_902826835	1.00	wastewater	97.66	3.41	88	91.43855659	64.18411209	6091613	Planctomycetota	GCA-002687715	GCA-002687715	GCA-002687715	RBC034	RBC034 sp902826835
GCA_902826865	0.90	wastewater	92.1	2.93	155	90.5348828	67.21466975	8526709	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Ga0077550	Ga0077550 sp902826865
GCA_902827015	0.90	wastewater	84.72	1.52	172	87.46688385	37.54623472	2486325	Proteobacteria	Gammaproteobacteria	UBA6186	UBA6186	CADEGZ01	CADEGZ01 sp902827015
GCA_902827055	0.80	wastewater	80.78	1.98	101	90.2975188	70.3155708	2259185	Chloroflexota	Dehalococcoidia	UBA2979	UBA2979	RBC038	RBC038 sp902827055
GCA_903789635	0.50	bioreactor	99.65	0	141	77.10250318	56.5067842	2635323	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Eubacterium_T	Eubacterium_T sp903789635
GCA_903820505	1.00	freshwater enviroment	91.4	0.1	93	91.96785941	54.27268068	2228086	Omnitrophota	Omnitrophia	Omnitrophales	UBA2337	CAIJHQ01	CAIJHQ01 sp903820505
GCA_903821355	0.00	freshwater enviroment	81.32	0.47	58	86.3831774	37.18015255	978826	Patescibacteria	Paceibacteria	UBA9983_A	CAIZLB01	CAIJKW01	CAIJKW01 sp903821355
GCA_903821695	0.80	freshwater enviroment	98.9	0	91	93.10715075	47.96690825	2108562	Proteobacteria	Alphaproteobacteria	Rickettsiales	CAIJLX01	CAIJLX01	CAIJLX01 sp903821695
GCA_903821715	0.20	freshwater enviroment	93.41	3.85	186	95.17185348	57.4561075	1735490	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	TMED14	TMED14 sp903821715
GCA_903821875	0.30	freshwater enviroment	93.1	1.15	87	91.66184723	60.99931815	4675508	Spirochaetota	Spirochaetia	Treponematales	UBA8932	CAIJMU01	CAIJMU01 sp903821875
GCA_903822335	0.80	freshwater enviroment	91.92	2.2	119	88.37098128	43.13005085	2880458	Desulfobacterota_G	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	CAIJOT01	CAIJOT01 sp903822335
GCA_903822375	1.00	freshwater enviroment	83.78	2.36	91	88.49592735	61.49737153	6252690	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	CAITNO01	CAITNO01	CAITNO01 sp903822375
GCA_903822495	0.40	freshwater enviroment	91.28	0.92	109	91.26717299	71.64772098	3610320	Chloroflexota	Ellin6529	CSP1-4	CSP1-4	CAIJPD01	CAIJPD01 sp903822495
GCA_903823565	1.00	freshwater enviroment	97.84	0.54	185	95.49156082	41.86952104	2488156	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952	UBA952 sp903823565
GCA_903823665	0.90	freshwater enviroment	98.23	0.35	201	92.41584392	62.05229229	4538145	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	CAIQQQ01	CAIQQQ01 sp903823665
GCA_903824505	0.80	freshwater enviroment	89	0.87	229	87.45606396	53.80374851	1897076	Proteobacteria	Alphaproteobacteria	Micavibrionales_A	UBA9219	JABDFY01	JABDFY01 sp903824505
GCA_903824965	1.00	freshwater enviroment	89.62	1.85	284	90.46082228	53.28006935	3220938	Proteobacteria	Gammaproteobacteria	CAIRSR01	CAIRSR01	CAIRSR01	CAIRSR01 sp903824965
GCA_903825275	1.00	freshwater enviroment	94.51	2.75	91	89.83867492	56.98095549	4677884	Fibrobacterota	Fibrobacteria	UBA5070	UBA5070	UBA5070	UBA5070 sp903825275
GCA_903825305	1.00	freshwater enviroment	99.15	1.36	117	94.40071725	57.0238016	1937391	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	CAIQWC01	CAIQWC01 sp903825305
GCA_903825395	0.40	freshwater enviroment	97.62	0	210	90.98906809	46.36555943	2625067	Bacteroidota	Bacteroidia	Flavobacteriales	CAIKAF01	CAIKAF01	CAIKAF01 sp903825395
GCA_903825445	0.90	freshwater enviroment	98.12	3.07	114	92.43287833	58.36913528	6267350	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	BOG-234	BOG-234 sp903825445
GCA_903825565	0.80	freshwater enviroment	92.35	4.52	109	91.50348906	58.12255289	6370768	Chloroflexota	Anaerolineae	UBA4142	UBA4142	CAIKBD01	CAIKBD01 sp903825565
GCA_903825575	1.00	freshwater enviroment	94.25	1.89	185	94.18965188	60.84224604	2214721	Actinobacteriota	Actinomycetia	Nanopelagicales	CAIKAW01	CAIKAW01	CAIKAW01 sp903825575
GCA_903825895	1.00	freshwater enviroment	98.29	1.28	117	94.2111816	56.157638	1949327	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	CAIUMH01	CAIUMH01 sp903825895
GCA_903826405	1.00	freshwater enviroment	99.51	0.25	203	90.59679673	47.68906643	3585023	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	SXYR01	SXYR01 sp903826405
GCA_903826635	0.70	freshwater enviroment	100	1.69	148	91.73521048	54.47682185	2122365	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA6821	UBA6821	UBA6821 sp903826635
GCA_903826865	0.40	pond	92.06	2.06	148	92.01899097	54.30115924	2644415	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Pontiellaceae	UBA5540	UBA5540 sp903826865
GCA_903827085	1.00	freshwater enviroment	94.13	3.85	117	94.50426377	58.3906676	2058978	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	UBA8139	F1-20-MAGs160	F1-20-MAGs160 sp903827085
GCA_903827245	0.90	freshwater enviroment	99.32	0	146	87.59464557	64.7999766	3555634	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	CAIUWA01	CAIUWA01 sp903827245
GCA_903828235	1.00	freshwater enviroment	98.44	0.68	214	92.84634499	72.32955831	4529335	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rubrivivax	Rubrivivax sp903828235
GCA_903828265	0.88	freshwater enviroment	98.1	4.03	211	86.39630804	33.40821593	1663938	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	SXXS01	SXXS01 sp903828265
GCA_903828515	1.00	freshwater enviroment	98.7	0.65	230	92.44982747	63.30836396	4826446	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae	CAIKMD01	CAIKMD01 sp903828515
GCA_903828595	1.00	freshwater enviroment	95.77	2.36	276	91.20154115	56.08749059	3087052	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	CAIKMS01	CAIKMS01 sp903828595
GCA_903828695	1.00	freshwater enviroment	99.14	0.57	214	89.73565079	47.17052805	3022101	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAINMN01	CAINMN01 sp903828695
GCA_903828785	0.90	freshwater enviroment	97.25	1.28	117	93.66618516	60.87998535	1561776	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	RAAP-2 sp903828785
GCA_903829945	1.00	freshwater enviroment	98.91	0	183	92.11986181	35.74661054	2907982	Bacteroidota	Bacteroidia	CAILMK01	CAILMK01	CAILMK01	CAILMK01 sp903829945
GCA_903830655	0.90	freshwater enviroment	93.16	0.43	117	94.67282596	55.40702644	1403840	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	RAAP-2 sp903830655
GCA_903830945	1.00	freshwater enviroment	94.01	3.37	89	94.36390296	62.25048922	3240842	Elusimicrobiota	Elusimicrobia	UBA1565	UBA9628	UBA9628	UBA9628 sp903830945
GCA_903831575	0.30	freshwater enviroment	99.01	1.23	203	91.40021929	34.36041558	2438818	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp903831575
GCA_903831635	0.70	pond	89.05	3.2	148	92.52280669	54.65919463	2370796	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA6821	UBA6821	UBA6821 sp903831635
GCA_903831865	1.00	freshwater enviroment	93.33	3.75	120	90.91346089	67.77536552	2155199	Actinobacteriota	Coriobacteriia	OPB41	PALSA-660	PALSA-660	PALSA-660 sp903831865
GCA_903832085	1.00	freshwater enviroment	95.83	2.07	276	92.27063826	55.22770554	2649145	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	CAIKZZ01	CAIKZZ01 sp903832085
GCA_903832165	0.30	freshwater enviroment	90.18	4.43	186	93.71311251	45.71443985	4912065	Bacteroidota	Bacteroidia	Bacteroidales	UBA12481	UBA12481	UBA12481 sp903832165
GCA_903833275	0.80	freshwater enviroment	98.21	1.79	112	92.4052673	48.57877039	3083703	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	UBA1609	RBG-16-40-8	RBG-16-40-8 sp903833275
GCA_903834135	1.00	freshwater enviroment	97.26	0	146	93.25748844	42.19502487	2650585	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	CAIOZY01	CAIOZY01 sp903834135
GCA_903834145	0.30	freshwater enviroment	89.22	0	190	95.31219576	48.82460862	1751289	Actinobacteriota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	QYPT01	QYPT01 sp903834145
GCA_903834185	1.00	freshwater enviroment	95.51	0.9	234	92.46763211	52.03736205	2176540	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	CAILHX01	CAILHX01 sp903834185
GCA_903834285	0.90	freshwater enviroment	95.67	2.02	293	91.07130357	65.08447903	4099893	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp903834285
GCA_903834675	0.70	freshwater enviroment	94.59	3.11	148	87.51199701	66.20780063	7791526	Verrucomicrobiota	Lentisphaeria	UBA1407	Lenti-02	CAILUI01	CAILUI01 sp903834675
GCA_903834765	1.00	freshwater enviroment	98.1	1.43	210	90.96179316	32.34088666	3625686	Bacteroidota	Bacteroidia	AKYH767	B-17BO	UBA4416	UBA4416 sp903834765
GCA_903834785	0.30	freshwater enviroment	97.73	3.51	88	86.91239919	65.91665715	4317323	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	CAILKP01	CAILKP01 sp903834785
GCA_903834845	0.40	freshwater enviroment	98.75	3.76	186	89.37687033	37.7395279	8246534	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	JAAFHB01	JAAFHB01 sp903834845
GCA_903835185	1.00	freshwater enviroment	88.03	3.13	117	87.01330555	50.0781111	4350214	Cyanobacteria	Vampirovibrionia	Obscuribacterales	SBAT01	CAILLX01	CAILLX01 sp903835185
GCA_903835235	0.90	freshwater enviroment	100	0.66	201	91.5478497	69.78910959	5969546	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	CAIMOR01	CAIMOR01 sp903835235
GCA_903835655	0.90	freshwater enviroment	98.45	0.58	211	91.0388375	62.87492701	3669881	Proteobacteria	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	PFJX01	PFJX01 sp903835655
GCA_903835685	0.70	freshwater enviroment	100	0.59	169	88.65614952	63.90435868	3939218	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	CAILNX01	CAILNX01 sp903835685
GCA_903836515	0.70	freshwater enviroment	91.22	2.15	93	93.02341712	53.90154058	2018395	Omnitrophota	Koll11	UBA10015	GCA-002753745	GCA-2753465	GCA-2753465 sp903836515
GCA_903837285	1.00	freshwater enviroment	99.05	1.43	210	91.24014092	31.20982092	4286279	Bacteroidota	Bacteroidia	Bacteroidales	GWA2-32-17	GWA2-32-17	GWA2-32-17 sp903837285
GCA_903837355	0.70	freshwater enviroment	96.62	2.71	148	89.9877924	67.51394503	9604675	Verrucomicrobiota	Lentisphaeria	UBA1407	Lenti-02	CAILUI01	CAILUI01 sp903837355
GCA_903837365	0.80	freshwater enviroment	93.14	2.13	211	90.26085564	31.30972553	1461268	Proteobacteria	Alphaproteobacteria	Rickettsiales	UBA1997	CAILUF01	CAILUF01 sp903837365
