NCBI_RefSeq	Heme	checkm_completeness	checkm_contamination	checkm_marker_set_count	coding_density	gc_percentage	genome_size	Phylum	Class	Order	Family	Genus	Species
GCA_900552365	0.8	84.43	2.21	124	89.53796331	57.91501529	1603206	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	UMGS1502	UMGS1502 sp900552365
GCA_900552495	0.2	95.51	4.49	89	91.52610702	29.90974725	1575132	Firmicutes	Bacilli	RF39	UBA660	CAG-877	CAG-877 sp900552495
GCA_900552955	0.3	84.04	2.48	208	90.56198333	62.60745549	1832154	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900552955
GCA_900554315	0.2	89.61	4.49	89	93.38358085	29.65222109	1277277	Firmicutes	Bacilli	RF39	UBA660	CAG-877	CAG-877 sp900554315
GCA_900765785	0.3	87.22	4.64	269	90.3306656	42.49940142	6569749	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp900765785
GCA_900766195	0.4	97.4	3.23	269	88.55101345	39.57365218	4177575	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp900766195
GCA_900768045	0.3	94.47	1.78	208	88.59640933	47.57188886	2013664	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900768045
GCA_900769445	0.3	94.47	4.71	208	89.89028915	46.88659347	1966624	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900769445
GCA_900770395	0.4	92.96	0	270	90.64289591	47.78304032	3370359	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900770395
GCA_900770635	0.3	98.53	2.66	208	88.45912712	48.92264553	2261744	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900770635
GCA_902168085	0.3	98.52	0.99	203	91.22165744	44.59467271	3581143	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavipsychrobacter	Flavipsychrobacter sp902168085
GCA_902388455	0.3	96.9	0	210	92.72780701	53.70799931	2497816	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	CAG-831	CAG-831 sp902388455
GCA_902520835	1	92.65	0	136	96.23877843	29.00253558	1406777	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MED-G14	MED-G14 sp902520835
GCA_902529805	1	81.31	0.55	183	96.01513307	27.95388734	1648311	Bacteroidota	Bacteroidia	Cytophagales	Marinoscillaceae	GCA-2715645	GCA-2715645 sp902529805
GCA_902544085	1	89.71	0	136	96.48052255	31.25941324	1351820	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MED-G14	MED-G14 sp902544085
GCA_902546725	0.4	84.38	0	136	93.48046199	37.46706402	1708618	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MS024-2A	MS024-2A sp902546725
GCA_902561795	1	87.5	0	136	94.64882305	31.56461154	1730666	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MS024-2A	MS024-2A sp902561795
GCA_902587125	0.3	90.22	0	186	96.86518912	30.26936234	1541975	Bacteroidota	Bacteroidia	Flavobacteriales	BACL11	GCA-2716345	GCA-2716345 sp902587125
GCA_902590705	1	81.37	0.17	303	94.24748393	33.59104727	1934962	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA8316	UBA8316 sp902590705
GCA_902613595	1	96.32	0	136	94.31552849	31.98360564	1904557	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MS024-2A	MS024-2A sp902613595
GCA_902614915	0.9	84.41	0	186	94.23449472	39.2823456	1653888	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	UBA10364	UBA10364 sp902614915
GCA_902635965	1	90.81	0.74	136	95.41453286	31.24108812	1766603	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	TMED96	TMED96 sp902635965
GCA_902760965	1	83.45	3.66	269	93.72215383	47.69895796	2319888	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA1179	UBA1179 sp902760965
GCA_902761475	0.3	86.28	0.5	265	90.14681983	55.99668306	2162855	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp902761475
GCA_902761605	0.3	90.62	0.97	270	93.18195129	46.56529458	2731984	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902761605
GCA_902762435	0.1	92.62	0.63	210	94.78356368	61.86699753	2301878	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902762435
GCA_902762455	0.2	86.78	2.69	186	89.96866859	43.45708841	2859112	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-15	Bact-19	Bact-19 sp902762455
GCA_902762655	0.1	92.22	0.48	210	95.05112578	52.74385873	2176495	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902762655
GCA_902762805	0.3	95.97	1.08	186	90.45341817	58.22671006	2485057	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1711	UBA1711 sp902762805
GCA_902764145	0.2	92.7	0.56	89	92.93267532	25.25620676	1446587	Firmicutes	Bacilli	RF39	UBA660	CAG-1000	CAG-1000 sp902764145
GCA_902764575	0.9	95.22	3.61	124	89.10784822	63.02845808	2483008	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	UBA9715	UBA9715 sp902764575
GCA_902766675	0.1	86.9	3.33	105	93.56222467	33.53791997	1514110	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia sp902766675
GCA_902767375	0.2	87.6	1.4	89	94.00362589	27.65644582	1054087	Firmicutes	Bacilli	RF39	UBA660	CAG-533	CAG-533 sp902767375
GCA_902767725	0.3	88.54	2.69	186	91.38768668	48.87131097	3062197	Bacteroidota	Bacteroidia	Bacteroidales	F082	F082	F082 sp902767725
GCA_902767775	0.3	98.51	2.25	270	90.76152083	50.18066667	4643156	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902767775
GCA_902768065	0.2	90.93	2.67	75	91.55967068	26.94929303	1739707	Firmicutes	Bacilli	RF39	UBA660	UBA3789	UBA3789 sp902768065
GCA_902768335	0.2	94.38	1.17	89	93.42667381	35.56393486	989210	Firmicutes	Bacilli	RFN20	CAG-826	UBA3207	UBA3207 sp902768335
GCA_902768975	0.7	99.19	1.21	124	91.20122054	53.34664463	1891626	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CACXMZ01	CACXMZ01 sp902768975
GCA_902768985	0.2	95.48	0.63	210	93.26901297	60.44782983	2348660	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902768985
GCA_902769185	0.1	95.51	3.42	89	92.70396566	33.26210502	1341770	Firmicutes	Bacilli	RFN20	CAG-826	UBA2450	UBA2450 sp902769185
GCA_902772675	0.2	83.03	4.67	75	92.69139436	25.71087802	1118476	Firmicutes	Bacilli	RF39	UBA660	RUG11788	RUG11788 sp902772675
GCA_902773365	0.2	84.27	3.36	89	92.94391972	30.21452234	932770	Firmicutes	Bacilli	RF39	UBA660	RUG11867	RUG11867 sp902773365
GCA_902773925	0.3	90.71	0	210	93.72777448	55.04785692	1717620	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-11	Bact-11 sp902773925
GCA_902774005	0.3	86.09	0	269	92.76438898	47.58535657	2119434	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4334	UBA4334 sp902774005
GCA_902774045	0.2	93.65	0	210	94.56555227	49.765693	1707294	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902774045
GCA_902774175	0.3	97.47	1.08	186	93.02000678	51.38497726	2596120	Bacteroidota	Bacteroidia	Bacteroidales	WCHB1-69	UBA1195	UBA1195 sp902774175
GCA_902774205	0.2	86.2	3.23	186	91.14247376	44.68270438	2426524	Bacteroidota	Bacteroidia	Bacteroidales	WCHB1-69	RUG11942	RUG11942 sp902774205
GCA_902774795	0.2	85.86	0.27	269	91.42843202	46.48420794	2438877	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902774795
GCA_902774845	0.3	97.04	0.81	186	89.263314	50.74567172	2382942	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1711	UBA1711 sp902774845
GCA_902774995	0.3	88.11	0.81	186	91.82705581	51.43664167	2176841	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp902774995
GCA_902775135	0.3	97.31	1.08	186	90.68740248	55.4099691	2570561	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1711	UBA1711 sp902775135
GCA_902775285	0.2	81.46	0.16	89	92.86200453	24.44681027	1442772	Firmicutes	Bacilli	RF39	UBA660	CAG-1000	CAG-1000 sp902775285
GCA_902776475	0.3	94.97	0.43	270	91.10812856	52.36864677	3635219	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902776475
GCA_902776605	0.2	82.85	4.05	186	85.82719625	50.33963394	2872565	Bacteroidota	Bacteroidia	Bacteroidales	UBA3663	UBA3663	UBA3663 sp902776605
GCA_902776685	0.3	88.64	2.22	270	87.6541254	51.40143837	2707860	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902776685
GCA_902776835	0.3	96.04	0.5	265	88.35850292	54.25614489	3092025	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp902776835
GCA_902778125	0.2	89.33	0	89	92.34410106	26.13340498	1272940	Firmicutes	Bacilli	RF39	UBA660	CAG-1000	CAG-1000 sp902778125
GCA_902779035	0.1	84.55	1.69	89	90.76274563	26.95883713	1192075	Firmicutes	Bacilli	RF39	UBA660	RUG12438	RUG12438 sp902779035
GCA_902779535	0.3	86.94	0.19	269	91.53717378	43.9898482	2320076	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp902779535
GCA_902779785	0.2	89.68	2.24	210	94.32034417	53.56368514	2780010	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902779785
GCA_902780395	0.2	93.82	1.12	89	90.92366014	27.45293037	1825141	Firmicutes	Bacilli	RF39	UBA660	UBA3789	UBA3789 sp902780395
GCA_902781245	0.8	87.52	0.81	124	89.13961205	57.13523847	2184747	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	UBA9715	UBA9715 sp902781245
GCA_902781515	0.3	91.18	0.74	269	92.43549437	47.65989954	2458429	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	UBA4372 sp902781515
GCA_902781615	0.1	85.31	2.25	89	90.58892038	45.36817727	1672603	Firmicutes	Bacilli	RFN20	CAG-826	UBA4951	UBA4951 sp902781615
GCA_902781705	0.2	96.35	0.74	210	94.04257234	59.03060577	3067297	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902781705
GCA_902782225	0.3	91.19	1.19	210	94.2891749	56.92039072	2584180	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902782225
GCA_902783185	0.2	86.52	2.25	89	91.70475157	24.58007391	1108707	Firmicutes	Bacilli	RF39	UBA660	RUG12834	RUG12834 sp902783185
GCA_902783215	0.2	82.05	2.69	89	91.7924964	25.49192884	1175729	Firmicutes	Bacilli	RF39	UBA660	RUG12438	RUG12438 sp902783215
GCA_902783265	0.2	91.48	1.17	89	91.96802172	28.66325399	965030	Firmicutes	Bacilli	RF39	UBA660	CAG-822	CAG-822 sp902783265
GCA_902783405	0.2	84.27	2.62	89	91.08459481	26.5006862	970556	Firmicutes	Bacilli	RF39	UBA660	RUG12867	RUG12867 sp902783405
GCA_902783555	0.2	81.73	1.69	89	91.77621598	25.47091035	1170021	Firmicutes	Bacilli	RF39	UBA660	CAG-533	CAG-533 sp902783555
GCA_902783895	0.2	88.5	2.25	89	91.1388773	27.20255209	1035072	Firmicutes	Bacilli	RF39	UBA660	CAG-822	CAG-822 sp902783895
GCA_902783915	0.2	82.21	4	75	93.86317711	25.50349773	921454	Firmicutes	Bacilli	RF39	UBA660	CAG-1193	CAG-1193 sp902783915
GCA_902785065	0.3	90.67	0.49	210	94.64123014	59.94121597	2741674	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902785065
GCA_902785135	0.2	92.7	2.25	89	93.18557867	25.56487962	1088471	Firmicutes	Bacilli	RF39	UBA660	RUG13038	RUG13038 sp902785135
GCA_902785575	0.3	97.22	1.44	210	94.87837149	50.44709883	3048093	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902785575
GCA_902785645	0.2	92.88	2.81	89	93.52320706	34.87644784	1171691	Firmicutes	Bacilli	RFN20	CAG-826	RUG13091	RUG13091 sp902785645
GCA_902785805	0.2	85.99	0.54	186	90.73070875	47.96473564	2204613	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp902785805
GCA_902785825	0.3	96.27	0.48	210	95.4373098	52.07385388	2692885	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902785825
GCA_902786275	0.2	87.08	0.56	89	91.78026601	27.29494578	1099038	Firmicutes	Bacilli	RF39	UBA660	RUG13160	RUG13160 sp902786275
GCA_902786565	0.3	96.09	0.74	270	91.17358965	55.73938062	4034630	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902786565
GCA_902787255	0.2	85.05	4.43	210	93.49704785	54.36485115	2005320	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902787255
GCA_902787575	0.3	94.49	0	269	91.5879756	55.11301043	2645154	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	UBA4372 sp900320715
GCA_902787955	0.2	97.75	1.12	89	91.73189297	33.58856573	1504250	Firmicutes	Bacilli	RFN20	CAG-826	UBA3207	UBA3207 sp902787955
GCA_902788095	0.2	89.48	0	210	92.97270657	55.75393137	2162938	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902788095
GCA_902788545	0.8	86.74	3.58	124	88.97312521	61.30500691	2008239	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	UBA9715	UBA9715 sp902788545
GCA_902788705	0.1	98.39	0.81	124	88.21796509	64.30244133	2641267	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	UBA1367	UBA1367 sp902788705
GCA_902788735	0.2	80.06	1.12	89	92.84284757	26.09629349	1017318	Firmicutes	Bacilli	RF39	UBA660	UBA3789	UBA3789 sp902788735
GCA_902789425	0.2	91.57	0.16	89	93.24783024	24.44711155	1033179	Firmicutes	Bacilli	RF39	UBA660	RUG13038	RUG13038 sp902789425
GCA_902789825	0	87.18	2.69	130	89.93808897	26.4535514	456623	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	RUG11194	RUG11194 sp902789825
GCA_902790595	0.3	98.57	0	210	90.41978613	48.60685621	3338986	Bacteroidota	Bacteroidia	Bacteroidales	SZUA-534	RUG13583	RUG13583 sp902790595
GCA_902791675	0.4	83.28	1.64	269	91.56501821	46.17877234	2988732	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	UBA4372 sp902791675
GCA_902792635	0.3	97.64	1.46	296	88.56518997	50.61015968	3158216	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902792635
GCA_902792815	0.3	91.65	0.48	210	94.90056221	53.93061477	2370477	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902792815
GCA_902792855	0.3	96.76	1.23	270	90.05114605	53.31363385	4211078	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902792855
GCA_902793375	0.2	93.82	1.12	89	91.85518995	25.86430092	1588398	Firmicutes	Bacilli	RF39	UBA660	RUG13868	RUG13868 sp902793375
GCA_902793635	0.2	98.41	1.83	105	91.46169391	50.23458413	2430201	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia sp902793635
GCA_902794005	0.3	91.88	2.5	210	93.32474331	56.75905359	2062857	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902794005
GCA_902794075	0.2	83.99	3.53	89	89.12175347	27.09673024	1820753	Firmicutes	Bacilli	RF39	UBA660	UBA3789	UBA3789 sp902794075
GCA_902794155	0.3	85.97	1.94	186	91.80013037	48.16876032	3278357	Bacteroidota	Bacteroidia	Bacteroidales	F082	F082	F082 sp902794155
GCA_902796525	0.2	80.07	2.7	105	94.18454258	48.86918358	1513862	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	UBA636	UBA636 sp902796525
GCA_902797415	0.1	85.39	1.37	89	91.90109409	28.24727197	1112249	Firmicutes	Bacilli	RF39	UBA660	RUG14267	RUG14267 sp902797415
GCA_902797855	0.1	98.88	2.34	89	93.90899643	34.14876741	1096880	Firmicutes	Bacilli	RFN20	CAG-826	UBA3207	UBA3207 sp902797855
GCA_902797995	0.2	87.92	1.12	89	91.44129952	27.33166168	1069625	Firmicutes	Bacilli	RF39	UBA660	UMGS1449	UMGS1449 sp902797995
GCA_902798815	0.2	90.36	1.12	89	92.33719721	25.81584122	1451910	Firmicutes	Bacilli	RF39	UBA660	UBA3789	UBA3789 sp902798815
GCA_902798915	0.2	99.19	0	124	88.49931813	60.61074291	3985355	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	RUG440	RUG440 sp902798915
GCA_902799895	0.3	88.81	0.48	210	93.55384384	56.53974708	2197930	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp902799895
GCA_902800015	0	98.85	0	130	93.48198548	27.61017286	567903	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Malacoplasma_A	Malacoplasma_A sp902800015
GCA_902800355	0.2	97.75	4.54	89	93.13448092	33.85916745	1138734	Firmicutes	Bacilli	RFN20	CAG-826	UBA2450	UBA2450 sp902800355
GCA_902800645	0.2	92.7	1.17	89	93.66840011	33.78694913	1306068	Firmicutes	Bacilli	RFN20	CAG-826	UBA2450	UBA2450 sp902800645
GCA_902800925	0.3	91.16	0.31	270	92.45759915	49.19478446	2718047	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902800925
GCA_902801685	0.2	89.04	0.56	89	90.45172281	26.51539206	1310184	Firmicutes	Bacilli	RF39	UBA660	RUG12438	RUG12438 sp902801685
GCA_902801795	0.2	84.64	1.12	89	90.05147727	26.20152401	1510958	Firmicutes	Bacilli	RF39	UBA660	RUG12783	RUG12783 sp902801795
GCA_902801825	0.2	88.2	1.12	89	92.13868687	22.94375834	856231	Firmicutes	Bacilli	RF39	UBA660	RUG13038	RUG13038 sp902801825
GCA_902803795	0.2	81.46	1.38	89	92.50525047	24.53083971	1167991	Firmicutes	Bacilli	RF39	UBA660	RUG14903	RUG14903 sp902803795
GCA_903821715	0.2	93.41	3.85	186	95.17185348	57.4561075	1735490	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	TMED14	TMED14 sp903821715
GCA_903823565	1	97.84	0.54	185	95.49156082	41.86952104	2488156	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952	UBA952 sp903823565
GCA_903825395	0.4	97.62	0	210	90.98906809	46.36555943	2625067	Bacteroidota	Bacteroidia	Flavobacteriales	CAIKAF01	CAIKAF01	CAIKAF01 sp903825395
GCA_903826405	1	99.51	0.25	203	90.59679673	47.68906643	3585023	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	SXYR01	SXYR01 sp903826405
GCA_903829945	1	98.91	0	183	92.11986181	35.74661054	2907982	Bacteroidota	Bacteroidia	CAILMK01	CAILMK01	CAILMK01	CAILMK01 sp903829945
GCA_903831575	0.3	99.01	1.23	203	91.40021929	34.36041558	2438818	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp903831575
GCA_903831865	1	93.33	3.75	120	90.91346089	67.77536552	2155199	Actinobacteriota	Coriobacteriia	OPB41	PALSA-660	PALSA-660	PALSA-660 sp903831865
GCA_903832165	0.3	90.18	4.43	186	93.71311251	45.71443985	4912065	Bacteroidota	Bacteroidia	Bacteroidales	UBA12481	UBA12481	UBA12481 sp903832165
GCA_903834765	1	98.1	1.43	210	90.96179316	32.34088666	3625686	Bacteroidota	Bacteroidia	AKYH767	B-17BO	UBA4416	UBA4416 sp903834765
GCA_903834845	0.4	98.75	3.76	186	89.37687033	37.7395279	8246534	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	JAAFHB01	JAAFHB01 sp903834845
GCA_903837285	1	99.05	1.43	210	91.24014092	31.20982092	4286279	Bacteroidota	Bacteroidia	Bacteroidales	GWA2-32-17	GWA2-32-17	GWA2-32-17 sp903837285
GCA_903837495	0.4	97.94	0.48	210	90.74092863	48.7735938	2513319	Bacteroidota	Bacteroidia	Flavobacteriales	CAIKAF01	CAIKAF01	CAIKAF01 sp903837495
GCA_903837525	0.3	98.52	0.74	203	89.61405672	33.23827553	2173765	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp903837525
GCA_903839195	1	97.41	1.68	283	92.65697925	34.66574674	2032052	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp903839195
GCA_903840505	1	97.49	1.21	210	93.87386286	35.63605747	2831458	Bacteroidota	Bacteroidia	AKYH767	UBA4408	CAIMGI01	CAIMGI01 sp903840505
GCA_903844055	0.3	97.21	4.11	75	92.40834831	60.51432467	1873097	Firmicutes	Bacilli	Izemoplasmatales	UBA5603	UBA12489	UBA12489 sp903844055
GCA_903844815	0.4	98.57	4.87	210	88.55680412	40.95185053	6365075	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	LD21	LD21 sp903844815
GCA_903845135	0.2	95.51	0.27	89	94.87061612	38.53749325	1031079	Firmicutes	Bacilli	RFN20	CAG-826	UBA970	UBA970 sp903845135
GCA_903847585	0.3	99.05	3.81	210	93.34599628	35.69225952	2989298	Bacteroidota	Bacteroidia	AKYH767-A	OLB10	CAINEC01	CAINEC01 sp903847585
GCA_903850915	0.3	96.67	0.48	210	91.80986937	37.10642463	2944544	Bacteroidota	Bacteroidia	NS11-12g	CAINMV01	CAINMV01	CAINMV01 sp903850915
GCA_903854075	1	91.98	1.68	210	93.1682443	46.65398058	2706903	Bacteroidota	Bacteroidia	AKYH767-A	2013-40CM-41-45	CAINVI01	CAINVI01 sp903854075
GCA_903854235	1	96.74	0.86	186	90.07256966	46.05707135	3797317	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	CAINVV01	CAINVV01 sp903854235
GCA_903856555	0.3	92.22	1.5	210	96.00236838	53.60274989	1866255	Bacteroidota	Bacteroidia	UBA7662	UBA7662	SYHX01	SYHX01 sp903856555
GCA_903859135	1	93.82	3.97	206	88.12766545	38.99127986	2464410	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	SSFR01	SSFR01 sp903859135
GCA_903865435	0.3	96.39	0.49	203	92.83800477	35.2534004	2332297	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp903865435
GCA_903865775	1	96.41	3.06	186	89.59963237	41.37887824	4891904	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	UBA6024	UBA6024 sp903865775
GCA_903866915	1	92.67	0.83	210	88.88737284	43.07436713	3745109	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp903866915
GCA_903872185	1	98.57	3.12	210	91.55042164	30.81218565	4299682	Bacteroidota	Bacteroidia	Bacteroidales	GWA2-32-17	GWA2-32-17	GWA2-32-17 sp903872185
GCA_903873905	1	99.68	2.06	210	89.7679622	38.2907618	3933928	Bacteroidota	Bacteroidia	AKYH767	Palsa-965	GCA-2737665	GCA-2737665 sp903873905
GCA_903879645	1	94.46	3.41	283	89.61389618	33.01957771	3183263	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp903879645
GCA_903879995	0.4	91.51	3.32	202	94.25992696	41.70356356	2102029	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	JJ008	JJ008 sp903879995
GCA_903881265	0.3	95.84	4.13	203	90.3582492	40.04081074	2570892	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	OLB11	OLB11 sp903881265
GCA_903881665	0.3	99.05	1.26	210	90.66970654	36.98383687	3140480	Bacteroidota	Bacteroidia	AKYH767-A	OLB10	CAINEC01	CAINEC01 sp903881665
GCA_903883965	0.3	99.52	0	210	93.6638857	36.30703107	2475997	Bacteroidota	Bacteroidia	NS11-12g	UKL13-3	CAISCU01	CAISCU01 sp903883965
GCA_903884185	1	96.85	1.23	203	90.25888755	41.22470788	2947805	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	CAILAF01	CAILAF01 sp903884185
GCA_903885865	1	86.6	2.56	210	90.40270153	42.19127008	3536068	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp903885865
GCA_903889265	1	95.07	2.96	203	88.55731857	43.15827657	5111066	Bacteroidota	Bacteroidia	Chitinophagales	LD1	Bog-950	Bog-950 sp903889265
GCA_903891475	1	96.19	0.87	210	88.51374742	36.67653829	3957470	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp903891475
GCA_903895845	1	99.43	0.33	203	86.38799008	38.68502688	4012082	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	JAAFHG01	JAAFHG01 sp903895845
GCA_903897145	0.7	99.46	3.49	186	91.52042979	39.71943909	2805095	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	JAAFHB01	JAAFHB01 sp903897145
GCA_903897855	0.3	96.67	0.95	210	91.77302035	39.76724246	3069632	Bacteroidota	Bacteroidia	NS11-12g	CAINMV01	CAINMV01	CAINMV01 sp903897855
GCA_903901975	0.3	98.35	1.72	186	89.3746639	37.22077545	3972072	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter sp903901975
GCA_903902795	1	98.83	3.89	283	89.752429	37.03710388	2770276	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp903902795
GCA_903904335	1	96.8	2.55	203	90.06309371	36.69709872	3109660	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	CAILAF01	CAILAF01 sp903904335
GCA_903905445	0.9	93.81	2.89	202	90.37238257	46.26113212	5860183	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	M3007	M3007 sp903905445
GCA_903907885	0.3	91.08	2.49	210	90.17654291	34.26208696	3148413	Bacteroidota	Bacteroidia	NS11-12g	UKL13-3	RGVD01	RGVD01 sp903907885
GCA_903910445	0.3	97.62	1.19	210	91.48974456	38.16305687	3428816	Bacteroidota	Bacteroidia	NS11-12g	CAINMV01	CAINMV01	CAINMV01 sp903910445
